transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale
1906,10/1/2022,20:10:00,58,Female,20,Clothing,1,50,26.5,50
1907,11/17/2022,11:21:00,115,Female,45,Electronics,1,25,9,25
1908,12/17/2023,12:34:00,93,Male,46,Beauty,4,300,87,1200
1909,10/22/2022,19:41:00,17,Male,26,Electronics,1,300,339,300
1910,10/9/2022,6:22:00,141,Female,20,Beauty,3,50,18,150
1911,12/13/2023,18:33:00,4,Male,42,Electronics,3,300,75,900
1912,5/27/2022,7:40:00,146,Male,51,Beauty,3,50,22,150
1913,6/23/2022,7:10:00,101,Male,29,Electronics,3,30,14.1,90
1914,11/5/2023,17:49:00,70,Female,59,Electronics,1,500,510,500
1915,7/10/2023,22:50:00,53,Female,26,Beauty,3,30,9.3,90
1916,11/8/2022,12:40:00,102,Female,32,Electronics,1,50,16.5,50
1917,5/2/2022,7:17:00,52,Female,57,Electronics,4,50,24,200
1918,12/10/2022,21:57:00,56,Female,42,Electronics,3,30,13.2,90
1919,10/25/2022,17:54:00,78,Female,22,Beauty,2,25,26.5,50
1920,10/24/2022,8:33:00,23,Female,28,Beauty,3,25,9.25,75
1921,2/8/2022,7:01:00,77,Male,51,Electronics,3,25,7.5,75
1922,10/28/2023,20:07:00,72,Male,41,Electronics,1,50,48.5,50
1923,4/3/2022,17:38:00,74,Male,32,Beauty,3,300,159,900
1924,11/28/2022,22:25:00,107,Male,55,Beauty,2,50,54.5,100
1925,12/21/2023,17:05:00,81,Male,25,Electronics,1,300,366,300
1926,8/7/2023,20:22:00,74,Male,22,Electronics,1,30,9.6,30
1927,9/6/2023,19:44:00,46,Male,43,Electronics,4,500,180,2000
1928,7/29/2023,6:39:00,93,Female,35,Clothing,4,300,75,1200
1929,9/15/2022,6:50:00,62,Female,23,Beauty,3,25,12.75,75
1930,12/21/2023,19:58:00,5,Male,54,Clothing,4,50,13,200
1931,12/1/2022,19:15:00,61,Male,30,Beauty,4,30,34.2,120
1932,11/8/2022,7:07:00,96,Female,45,Beauty,4,25,6.25,100
1933,1/12/2022,11:04:00,121,Male,22,Beauty,1,30,14.4,30
1934,9/8/2022,17:06:00,69,Male,30,Beauty,1,500,150,500
1935,12/16/2022,22:40:00,96,Female,34,Beauty,1,50,47.5,50
1936,6/19/2022,11:32:00,60,Male,57,Beauty,4,50,12.5,200
1937,9/7/2022,17:57:00,52,Female,62,Beauty,1,500,620,500
1938,10/12/2022,20:15:00,76,Male,49,Clothing,4,50,13.5,200
1939,10/31/2022,13:30:00,74,Female,46,Electronics,1,300,135,300
1940,6/15/2022,9:47:00,56,Female,20,Electronics,1,30,11.1,30
1941,1/6/2023,6:14:00,48,Female,57,Clothing,2,25,12,50
1942,9/16/2023,11:53:00,112,Male,51,Clothing,3,500,265,1500
1943,11/17/2023,21:00:00,108,Female,57,Clothing,4,300,321,1200
1944,7/18/2023,21:08:00,63,Male,44,Clothing,2,25,6.5,50
1945,4/19/2022,9:55:00,33,Male,30,Beauty,1,25,10.75,25
1946,7/27/2023,20:48:00,5,Male,62,Electronics,4,500,165,2000
1947,3/5/2022,6:27:00,134,Male,50,Beauty,1,300,75,300
1948,9/17/2023,21:09:00,100,Female,23,Electronics,3,25,24.5,75
1949,11/11/2022,20:24:00,105,Female,41,Electronics,2,25,12.5,50
1950,12/4/2022,19:23:00,50,Male,36,Clothing,3,300,84,900
1951,12/3/2022,18:56:00,54,Male,33,Beauty,2,50,59.5,100
1952,12/17/2022,22:13:00,114,Female,57,Clothing,1,25,13.5,25
1953,5/15/2023,17:34:00,3,Male,45,Beauty,3,30,10.2,90
1954,10/29/2023,17:30:00,93,Female,50,Electronics,3,300,318,900
1955,9/15/2022,21:11:00,134,Male,58,Clothing,1,25,6.5,25
1956,6/1/2023,20:40:00,62,Male,30,Clothing,3,500,170,1500
1957,10/25/2022,19:00:00,75,Female,60,Electronics,4,30,14.7,120
1958,11/27/2022,19:19:00,125,Male,62,Electronics,2,25,11.75,50
1959,10/8/2022,19:56:00,95,Female,42,Electronics,2,30,34.2,60
1960,6/29/2022,22:04:00,67,Male,59,Clothing,2,30,13.2,60
1961,5/15/2022,21:17:00,95,Male,53,Beauty,4,50,20.5,200
1962,9/7/2022,18:59:00,65,Male,44,Clothing,2,30,32.7,60
1963,12/12/2022,20:56:00,115,Female,55,Beauty,1,50,20.5,50
1964,8/2/2022,8:27:00,115,Male,24,Clothing,3,300,111,900
1965,12/12/2022,20:03:00,93,Male,22,Clothing,4,50,21.5,200
1966,7/20/2022,9:52:00,74,Male,60,Electronics,2,500,200,1000
1967,2/23/2023,8:28:00,4,Male,62,Beauty,1,25,12.25,25
1968,9/21/2022,19:09:00,75,Female,48,Clothing,3,300,153,900
1969,3/5/2023,19:34:00,4,Female,40,Clothing,3,300,126,900
1970,5/22/2023,17:44:00,5,Male,59,Electronics,4,500,230,2000
1971,9/12/2022,16:19:00,90,Female,27,Electronics,4,50,19,200
1972,12/21/2022,6:39:00,5,Male,49,Beauty,4,25,9.25,100
1973,8/19/2023,10:10:00,22,Male,60,Clothing,1,50,21.5,50
1974,2/19/2023,20:20:00,3,Male,47,Beauty,1,30,12.9,30
1975,8/21/2023,10:48:00,63,Female,56,Clothing,4,50,25.5,200
1976,10/15/2023,21:10:00,108,Female,48,Beauty,2,300,360,600
1977,8/5/2022,10:46:00,63,Female,35,Electronics,3,25,12,75
1978,8/31/2023,11:59:00,41,Female,53,Clothing,3,50,15.5,150
1979,8/17/2022,11:34:00,102,Female,19,Beauty,1,25,7.75,25
1980,8/23/2023,20:30:00,112,Female,31,Electronics,3,25,6.5,75
1981,6/5/2022,22:50:00,19,Female,30,Electronics,2,30,11.7,60
1982,9/9/2023,12:46:00,110,Female,46,Beauty,3,30,16.5,90
1983,12/21/2022,21:38:00,114,Female,29,Clothing,1,300,303,300
1984,9/9/2023,20:10:00,126,Male,56,Clothing,1,500,530,500
1985,3/31/2023,20:15:00,113,Female,19,Electronics,2,25,9.75,50
1986,9/14/2022,8:28:00,29,Female,49,Clothing,2,500,145,1000
1987,5/26/2023,18:18:00,2,Female,30,Clothing,3,300,129,900
1988,11/30/2023,18:47:00,144,Female,63,Clothing,3,25,7.25,75
1989,9/6/2022,16:21:00,109,Female,44,Electronics,1,25,13.25,25
1990,11/22/2023,17:02:00,48,Female,58,Beauty,2,500,155,1000
1991,12/4/2022,13:11:00,96,Female,34,Clothing,2,50,14.5,100
1992,5/19/2023,21:35:00,70,Female,57,Electronics,2,30,8.7,60
1993,12/29/2022,11:53:00,123,Female,48,Electronics,3,50,26.5,150
1994,11/20/2022,13:27:00,86,Female,51,Beauty,2,500,250,1000
1995,12/10/2023,22:18:00,5,Female,41,Clothing,1,30,14.7,30
1996,12/7/2023,18:49:00,2,Male,62,Clothing,1,50,25,50
1997,10/29/2023,21:09:00,99,Male,52,Beauty,3,30,10.2,90
1998,10/20/2023,19:53:00,90,Female,23,Beauty,4,25,24,100
1999,11/12/2022,13:06:00,61,Female,36,Electronics,3,50,13,150
2000,3/31/2023,6:38:00,4,Male,47,Electronics,4,30,10.8,120
